// W_1(k',q) for Xe_5p
// k'[keV]	q[keV]	W_1
0.53367	200.923	1.72456e-08
0.53367	215.443	1.03097e-08
0.53367	231.013	6.04006e-09
0.53367	247.708	3.47519e-09
0.53367	265.609	1.96734e-09
0.53367	284.804	1.09767e-09
0.53367	305.386	6.04544e-10
0.53367	327.455	3.29114e-10
0.53367	351.119	1.77325e-10
0.53367	376.494	9.46649e-11
0.53367	403.702	5.01241e-11
0.53367	432.876	2.63472e-11
0.53367	464.159	1.37596e-11
0.53367	497.702	7.14456e-12
0.53367	533.67	3.69084e-12
0.53367	572.237	1.89804e-12
0.53367	613.591	9.72177e-13
0.53367	657.933	4.96186e-13
0.53367	705.48	2.52455e-13
0.53367	756.463	1.28094e-13
0.53367	811.131	6.4836e-14
0.53367	869.749	3.27476e-14
0.53367	932.603	1.65094e-14
0.53367	1000	8.30942e-15
0.572237	1	0.000703922
0.572237	1.07227	0.000810857
0.572237	1.14976	0.000934616
0.572237	1.23285	0.00107818
0.572237	1.32194	0.00124523
0.572237	1.41747	0.00144047
0.572237	1.51991	0.00167003
0.572237	1.62975	0.00194213
0.572237	1.74753	0.00226823
0.572237	1.87382	0.00266471
0.572237	2.00923	0.00315572
0.572237	2.15443	0.00377752
0.572237	2.31013	0.00459526
0.572237	2.47708	0.00568181
0.572237	2.65609	0.00717134
0.572237	2.84804	0.00925178
0.572237	3.05386	0.012186
0.572237	3.27455	0.0163158
0.572237	3.51119	0.0220391
0.572237	3.76494	0.0297403
0.572237	4.03702	0.0396569
0.572237	4.32876	0.0516915
0.572237	4.64159	0.0652202
0.572237	4.97702	0.0790011
0.572237	5.3367	0.0912903
0.572237	5.72237	0.100209
0.572237	6.13591	0.104267
0.572237	6.57933	0.101957
0.572237	7.0548	0.092223
0.572237	7.56463	0.0792202
0.572237	8.11131	0.0649263
0.572237	8.69749	0.0510761
0.572237	9.32603	0.0388092
0.572237	10	0.0286105
0.572237	10.7227	0.0204752
0.572237	11.4976	0.0141548
0.572237	12.3285	0.0093553
0.572237	13.2194	0.00582907
0.572237	14.1747	0.00337752
0.572237	15.1991	0.00181558
0.572237	16.2975	0.000944178
0.572237	17.4753	0.000550409
0.572237	18.7382	0.000431164
0.572237	20.0923	0.000423195
0.572237	21.5443	0.000422482
0.572237	23.1013	0.000384607
0.572237	24.7708	0.000308992
0.572237	26.5609	0.000216638
0.572237	28.4804	0.000130984
0.572237	30.5386	6.70167e-05
0.572237	32.7455	2.86688e-05
0.572237	35.1119	1.15984e-05
0.572237	37.6494	7.8277e-06
0.572237	40.3702	9.70349e-06
0.572237	43.2876	1.20474e-05
0.572237	46.4159	1.25372e-05
0.572237	49.7702	1.09796e-05
0.572237	53.367	8.23497e-06
0.572237	57.2237	5.32842e-06
0.572237	61.3591	2.96375e-06
0.572237	65.7933	1.408e-06
0.572237	70.548	5.96522e-07
0.572237	75.6463	3.05444e-07
0.572237	81.1131	2.93249e-07
0.572237	86.9749	3.77143e-07
0.572237	93.2603	4.52209e-07
0.572237	100	4.77587e-07
0.572237	107.227	4.51946e-07
0.572237	114.976	3.91541e-07
0.572237	123.285	3.1576e-07
0.572237	132.194	2.39966e-07
0.572237	141.747	1.73439e-07
0.572237	151.991	1.20074e-07
0.572237	162.975	8.00827e-08
0.572237	174.753	5.16957e-08
0.572237	187.382	3.24261e-08
0.572237	200.923	1.98285e-08
0.572237	215.443	1.18538e-08
0.572237	231.013	6.94466e-09
0.572237	247.708	3.99565e-09
0.572237	265.609	2.26197e-09
0.572237	284.804	1.26206e-09
0.572237	305.386	6.95082e-10
0.572237	327.455	3.78403e-10
0.572237	351.119	2.03881e-10
0.572237	376.494	1.08842e-10
0.572237	403.702	5.76307e-11
0.572237	432.876	3.0293e-11
0.572237	464.159	1.58203e-11
0.572237	497.702	8.21453e-12
0.572237	533.67	4.24358e-12
0.572237	572.237	2.18229e-12
0.572237	613.591	1.11777e-12
0.572237	657.933	5.70494e-13
0.572237	705.48	2.90263e-13
0.572237	756.463	1.47277e-13
0.572237	811.131	7.45457e-14
0.572237	869.749	3.76518e-14
0.572237	932.603	1.89818e-14
0.572237	1000	9.55382e-15
0.613591	1	0.00080768
0.613591	1.07227	0.000930351
0.613591	1.14976	0.00107231
0.613591	1.23285	0.00123697
0.613591	1.32194	0.00142855
0.613591	1.41747	0.00165242
0.613591	1.51991	0.00191557
0.613591	1.62975	0.00222743
0.613591	1.74753	0.00260103
0.613591	1.87382	0.00305509
0.613591	2.00923	0.00361715
0.613591	2.15443	0.00432857
0.613591	2.31013	0.00526372
0.613591	2.47708	0.00650577
0.613591	2.65609	0.00820807
0.613591	2.84804	0.0105857
0.613591	3.05386	0.01394
0.613591	3.27455	0.0186628
0.613591	3.51119	0.0252129
0.613591	3.76494	0.0340342
0.613591	4.03702	0.0454047
0.613591	4.32876	0.0592191
0.613591	4.64159	0.0747673
0.613591	4.97702	0.0906267
0.613591	5.3367	0.104792
0.613591	5.72237	0.115097
0.613591	6.13591	0.119819
0.613591	6.57933	0.117237
0.613591	7.0548	0.106083
0.613591	7.56463	0.0911517
0.613591	8.11131	0.07472
0.613591	8.69749	0.0587886
0.613591	9.32603	0.0446731
0.613591	10	0.0329351
0.613591	10.7227	0.0235711
0.613591	11.4976	0.0162957
0.613591	12.3285	0.0107708
0.613591	13.2194	0.00671142
0.613591	14.1747	0.00388895
0.613591	15.1991	0.00209046
0.613591	16.2975	0.00108689
0.613591	17.4753	0.000633241
0.613591	18.7382	0.000495757
0.613591	20.0923	0.000486515
0.613591	21.5443	0.000485741
0.613591	23.1013	0.000442258
0.613591	24.7708	0.000355354
0.613591	26.5609	0.00024917
0.613591	28.4804	0.000150668
0.613591	30.5386	7.70952e-05
0.613591	32.7455	3.2983e-05
0.613591	35.1119	1.33426e-05
0.613591	37.6494	9.00083e-06
0.613591	40.3702	1.11558e-05
0.613591	43.2876	1.38511e-05
0.613591	46.4159	1.44151e-05
0.613591	49.7702	1.26248e-05
0.613591	53.367	9.46933e-06
0.613591	57.2237	6.12732e-06
0.613591	61.3591	3.40822e-06
0.613591	65.7933	1.61921e-06
0.613591	70.548	6.86014e-07
0.613591	75.6463	3.51235e-07
0.613591	81.1131	3.37165e-07
0.613591	86.9749	4.33609e-07
0.613591	93.2603	5.19917e-07
0.613591	100	5.49102e-07
0.613591	107.227	5.19625e-07
0.613591	114.976	4.50177e-07
0.613591	123.285	3.63049e-07
0.613591	132.194	2.75905e-07
0.613591	141.747	1.99415e-07
0.613591	151.991	1.38057e-07
0.613591	162.975	9.20766e-08
0.613591	174.753	5.94381e-08
0.613591	187.382	3.72825e-08
0.613591	200.923	2.27981e-08
0.613591	215.443	1.36291e-08
0.613591	231.013	7.98473e-09
0.613591	247.708	4.59406e-09
0.613591	265.609	2.60074e-09
0.613591	284.804	1.45107e-09
0.613591	305.386	7.9918e-10
0.613591	327.455	4.35073e-10
0.613591	351.119	2.34415e-10
0.613591	376.494	1.25142e-10
0.613591	403.702	6.62615e-11
0.613591	432.876	3.48297e-11
0.613591	464.159	1.81895e-11
0.613591	497.702	9.44474e-12
0.613591	533.67	4.87909e-12
0.613591	572.237	2.50911e-12
0.613591	613.591	1.28516e-12
0.613591	657.933	6.55931e-13
0.613591	705.48	3.33732e-13
0.613591	756.463	1.69333e-13
0.613591	811.131	8.57096e-14
0.613591	869.749	4.32905e-14
0.613591	932.603	2.18245e-14
0.613591	1000	1.09846e-14
0.657933	1	0.000926449
0.657933	1.07227	0.00106713
0.657933	1.14976	0.00122991
0.657933	1.23285	0.0014187
0.657933	1.32194	0.00163832
0.657933	1.41747	0.00189491
0.657933	1.51991	0.00219646
0.657933	1.62975	0.0025537
0.657933	1.74753	0.00298152
0.657933	1.87382	0.00350123
0.657933	2.00923	0.00414421
0.657933	2.15443	0.00495757
0.657933	2.31013	0.00602614
0.657933	2.47708	0.00744475
0.657933	2.65609	0.0093885
0.657933	2.84804	0.0121033
0.657933	3.05386	0.0159343
0.657933	3.27455	0.0213311
0.657933	3.51119	0.0288221
0.657933	3.76494	0.0389206
0.657933	4.03702	0.0519525
0.657933	4.32876	0.0678058
0.657933	4.64159	0.0856737
0.657933	4.97702	0.103927
0.657933	5.3367	0.120261
0.657933	5.72237	0.132177
0.657933	6.13591	0.137678
0.657933	6.57933	0.134808
0.657933	7.0548	0.122034
0.657933	7.56463	0.104892
0.657933	8.11131	0.0860032
0.657933	8.69749	0.0676764
0.657933	9.32603	0.0514318
0.657933	10	0.0379203
0.657933	10.7227	0.0271401
0.657933	11.4976	0.018764
0.657933	12.3285	0.012403
0.657933	13.2194	0.00772893
0.657933	14.1747	0.00447879
0.657933	15.1991	0.00240747
0.657933	16.2975	0.00125139
0.657933	17.4753	0.000728608
0.657933	18.7382	0.000570031
0.657933	20.0923	0.0005593
0.657933	21.5443	0.000558471
0.657933	23.1013	0.000508559
0.657933	24.7708	0.000408687
0.657933	26.5609	0.000286601
0.657933	28.4804	0.000173322
0.657933	30.5386	8.86967e-05
0.657933	32.7455	3.79499e-05
0.657933	35.1119	1.53503e-05
0.657933	37.6494	1.03499e-05
0.657933	40.3702	1.28254e-05
0.657933	43.2876	1.59249e-05
0.657933	46.4159	1.65745e-05
0.657933	49.7702	1.45168e-05
0.657933	53.367	1.08889e-05
0.657933	57.2237	7.04616e-06
0.657933	61.3591	3.91946e-06
0.657933	65.7933	1.86216e-06
0.657933	70.548	7.88959e-07
0.657933	75.6463	4.039e-07
0.657933	81.1131	3.87658e-07
0.657933	86.9749	4.98526e-07
0.657933	93.2603	5.97761e-07
0.657933	100	6.31324e-07
0.657933	107.227	5.97439e-07
0.657933	114.976	5.17596e-07
0.657933	123.285	4.17421e-07
0.657933	132.194	3.17226e-07
0.657933	141.747	2.29281e-07
0.657933	151.991	1.58734e-07
0.657933	162.975	1.05867e-07
0.657933	174.753	6.83402e-08
0.657933	187.382	4.28663e-08
0.657933	200.923	2.62126e-08
0.657933	215.443	1.56703e-08
0.657933	231.013	9.18059e-09
0.657933	247.708	5.2821e-09
0.657933	265.609	2.99024e-09
0.657933	284.804	1.66839e-09
0.657933	305.386	9.18869e-10
0.657933	327.455	5.00231e-10
0.657933	351.119	2.69521e-10
0.657933	376.494	1.43884e-10
0.657933	403.702	7.6185e-11
0.657933	432.876	4.00458e-11
0.657933	464.159	2.09136e-11
0.657933	497.702	1.08592e-11
0.657933	533.67	5.60978e-12
0.657933	572.237	2.88488e-12
0.657933	613.591	1.47763e-12
0.657933	657.933	7.54162e-13
0.657933	705.48	3.83711e-13
0.657933	756.463	1.94692e-13
0.657933	811.131	9.85453e-14
0.657933	869.749	4.97736e-14
0.657933	932.603	2.50928e-14
0.657933	1000	1.26296e-14
0.70548	1	0.00106232
0.70548	1.07227	0.00122358
0.70548	1.14976	0.00141017
0.70548	1.23285	0.00162653
0.70548	1.32194	0.0018782
0.70548	1.41747	0.00217216
0.70548	1.51991	0.00251754
0.70548	1.62975	0.00292656
0.70548	1.74753	0.00341617
0.70548	1.87382	0.00401064
0.70548	2.00923	0.00474566
0.70548	2.15443	0.00567483
0.70548	2.31013	0.00689476
0.70548	2.47708	0.00851344
0.70548	2.65609	0.0107306
0.70548	2.84804	0.0138272
0.70548	3.05386	0.0181982
0.70548	3.27455	0.0243596
0.70548	3.51119	0.0329196
0.70548	3.76494	0.0444725
0.70548	4.03702	0.0594014
0.70548	4.32876	0.0775887
0.70548	4.64159	0.0981202
0.70548	4.97702	0.119132
0.70548	5.3367	0.137973
0.70548	5.72237	0.151762
0.70548	6.13591	0.158184
0.70548	6.57933	0.155015
0.70548	7.0548	0.140395
0.70548	7.56463	0.120718
0.70548	8.11131	0.0990059
0.70548	8.69749	0.0779223
0.70548	9.32603	0.059225
0.70548	10	0.0436691
0.70548	10.7227	0.0312562
0.70548	11.4976	0.021611
0.70548	12.3285	0.0142857
0.70548	13.2194	0.00890286
0.70548	14.1747	0.00515936
0.70548	15.1991	0.00277323
0.70548	16.2975	0.0014411
0.70548	17.4753	0.000838433
0.70548	18.7382	0.000655438
0.70548	20.0923	0.00064296
0.70548	21.5443	0.000642087
0.70548	23.1013	0.000584812
0.70548	24.7708	0.000470044
0.70548	26.5609	0.000329676
0.70548	28.4804	0.000199398
0.70548	30.5386	0.000102054
0.70548	32.7455	4.36696e-05
0.70548	35.1119	1.76618e-05
0.70548	37.6494	1.19014e-05
0.70548	40.3702	1.47446e-05
0.70548	43.2876	1.8309e-05
0.70548	46.4159	1.90574e-05
0.70548	49.7702	1.66926e-05
0.70548	53.367	1.25216e-05
0.70548	57.2237	8.10299e-06
0.70548	61.3591	4.50752e-06
0.70548	65.7933	2.14165e-06
0.70548	70.548	9.07388e-07
0.70548	75.6463	4.64473e-07
0.70548	81.1131	4.45713e-07
0.70548	86.9749	5.7316e-07
0.70548	93.2603	6.87258e-07
0.70548	100	7.25856e-07
0.70548	107.227	6.86906e-07
0.70548	114.976	5.9511e-07
0.70548	123.285	4.79936e-07
0.70548	132.194	3.64737e-07
0.70548	141.747	2.63621e-07
0.70548	151.991	1.82508e-07
0.70548	162.975	1.21723e-07
0.70548	174.753	7.85757e-08
0.70548	187.382	4.92865e-08
0.70548	200.923	3.01385e-08
0.70548	215.443	1.80173e-08
0.70548	231.013	1.05556e-08
0.70548	247.708	6.07319e-09
0.70548	265.609	3.43808e-09
0.70548	284.804	1.91826e-09
0.70548	305.386	1.05648e-09
0.70548	327.455	5.75148e-10
0.70548	351.119	3.09886e-10
0.70548	376.494	1.65432e-10
0.70548	403.702	8.75946e-11
0.70548	432.876	4.60431e-11
0.70548	464.159	2.40456e-11
0.70548	497.702	1.24855e-11
0.70548	533.67	6.4499e-12
0.70548	572.237	3.31691e-12
0.70548	613.591	1.69892e-12
0.70548	657.933	8.67105e-13
0.70548	705.48	4.41175e-13
0.70548	756.463	2.23848e-13
0.70548	811.131	1.13303e-13
0.70548	869.749	5.72275e-14
0.70548	932.603	2.88507e-14
0.70548	1000	1.4521e-14
0.756463	1	0.00121762
0.756463	1.07227	0.00140241
0.756463	1.14976	0.00161619
0.756463	1.23285	0.00186404
0.756463	1.32194	0.00215228
0.756463	1.41747	0.00248889
0.756463	1.51991	0.00288425
0.756463	1.62975	0.00335227
0.756463	1.74753	0.00391224
0.756463	1.87382	0.00459172
0.756463	2.00923	0.00543126
0.756463	2.15443	0.00649174
0.756463	2.31013	0.00788307
0.756463	2.47708	0.009728
0.756463	2.65609	0.0122541
0.756463	2.84804	0.0157819
0.756463	3.05386	0.0207634
0.756463	3.27455	0.0277901
0.756463	3.51119	0.0375625
0.756463	3.76494	0.050769
0.756463	4.03702	0.0678609
0.756463	4.32876	0.0887185
0.756463	4.64159	0.112308
0.756463	4.97702	0.136497
0.756463	5.3367	0.158241
0.756463	5.72237	0.174211
0.756463	6.13591	0.181725
0.756463	6.57933	0.178253
0.756463	7.0548	0.161531
0.756463	7.56463	0.138951
0.756463	8.11131	0.113995
0.756463	8.69749	0.0897383
0.756463	9.32603	0.0682144
0.756463	10	0.0503014
0.756463	10.7227	0.0360055
0.756463	11.4976	0.0248963
0.756463	12.3285	0.0164587
0.756463	13.2194	0.0102579
0.756463	14.1747	0.00594506
0.756463	15.1991	0.00319546
0.756463	16.2975	0.00165996
0.756463	17.4753	0.000964936
0.756463	18.7382	0.00075365
0.756463	20.0923	0.000739117
0.756463	21.5443	0.00073822
0.756463	23.1013	0.000672514
0.756463	24.7708	0.000540639
0.756463	26.5609	0.000379252
0.756463	28.4804	0.000229416
0.756463	30.5386	0.000117435
0.756463	32.7455	5.02576e-05
0.756463	35.1119	2.03236e-05
0.756463	37.6494	1.36858e-05
0.756463	40.3702	1.69507e-05
0.756463	43.2876	2.10499e-05
0.756463	46.4159	2.19124e-05
0.756463	49.7702	1.91948e-05
0.756463	53.367	1.43994e-05
0.756463	57.2237	9.31862e-06
0.756463	61.3591	5.184e-06
0.756463	65.7933	2.46319e-06
0.756463	70.548	1.04364e-06
0.756463	75.6463	5.34144e-07
0.756463	81.1131	5.12462e-07
0.756463	86.9749	6.58961e-07
0.756463	93.2603	7.90149e-07
0.756463	100	8.34541e-07
0.756463	107.227	7.89769e-07
0.756463	114.976	6.84234e-07
0.756463	123.285	5.51815e-07
0.756463	132.194	4.19364e-07
0.756463	141.747	3.03104e-07
0.756463	151.991	2.09844e-07
0.756463	162.975	1.39954e-07
0.756463	174.753	9.03444e-08
0.756463	187.382	5.66684e-08
0.756463	200.923	3.46524e-08
0.756463	215.443	2.07158e-08
0.756463	231.013	1.21365e-08
0.756463	247.708	6.98277e-09
0.756463	265.609	3.95299e-09
0.756463	284.804	2.20555e-09
0.756463	305.386	1.21471e-09
0.756463	327.455	6.61286e-10
0.756463	351.119	3.56295e-10
0.756463	376.494	1.90208e-10
0.756463	403.702	1.00713e-10
0.756463	432.876	5.29387e-11
0.756463	464.159	2.76467e-11
0.756463	497.702	1.43553e-11
0.756463	533.67	7.41585e-12
0.756463	572.237	3.81366e-12
0.756463	613.591	1.95335e-12
0.756463	657.933	9.96962e-13
0.756463	705.48	5.07245e-13
0.756463	756.463	2.57372e-13
0.756463	811.131	1.30271e-13
0.756463	869.749	6.57979e-14
0.756463	932.603	3.31713e-14
0.756463	1000	1.66956e-14
0.811131	1	0.001395
0.811131	1.07227	0.00160664
0.811131	1.14976	0.00185144
0.811131	1.23285	0.00213522
0.811131	1.32194	0.00246517
0.811131	1.41747	0.00285039
0.811131	1.51991	0.00330267
0.811131	1.62975	0.00383785
0.811131	1.74753	0.0044778
0.811131	1.87382	0.00525381
0.811131	2.00923	0.00621183
0.811131	2.15443	0.00742094
0.811131	2.31013	0.00900588
0.811131	2.47708	0.011106
0.811131	2.65609	0.0139804
0.811131	2.84804	0.017994
0.811131	3.05386	0.0236634
0.811131	3.27455	0.0316673
0.811131	3.51119	0.0428117
0.811131	3.76494	0.0578951
0.811131	4.03702	0.0774499
0.811131	4.32876	0.10136
0.811131	4.64159	0.128458
0.811131	4.97702	0.156311
0.811131	5.3367	0.181416
0.811131	5.72237	0.199931
0.811131	6.13591	0.20874
0.811131	6.57933	0.204976
0.811131	7.0548	0.185867
0.811131	7.56463	0.159965
0.811131	8.11131	0.131282
0.811131	8.69749	0.103371
0.811131	9.32603	0.078589
0.811131	10	0.057957
0.811131	10.7227	0.0414881
0.811131	11.4976	0.0286894
0.811131	12.3285	0.0189679
0.811131	13.2194	0.011823
0.811131	14.1747	0.00685264
0.811131	15.1991	0.00368318
0.811131	16.2975	0.0019126
0.811131	17.4753	0.00111069
0.811131	18.7382	0.00086659
0.811131	20.0923	0.000849633
0.811131	21.5443	0.000848741
0.811131	23.1013	0.000773389
0.811131	24.7708	0.000621871
0.811131	26.5609	0.000436318
0.811131	28.4804	0.000263981
0.811131	30.5386	0.000135151
0.811131	32.7455	5.78478e-05
0.811131	35.1119	2.33894e-05
0.811131	37.6494	1.57381e-05
0.811131	40.3702	1.94867e-05
0.811131	43.2876	2.4201e-05
0.811131	46.4159	2.51953e-05
0.811131	49.7702	2.20724e-05
0.811131	53.367	1.65592e-05
0.811131	57.2237	1.0717e-05
0.811131	61.3591	5.96228e-06
0.811131	65.7933	2.83314e-06
0.811131	70.548	1.20042e-06
0.811131	75.6463	6.14286e-07
0.811131	81.1131	5.89207e-07
0.811131	86.9749	7.57602e-07
0.811131	93.2603	9.0844e-07
0.811131	100	9.59497e-07
0.811131	107.227	9.08036e-07
0.811131	114.976	7.86705e-07
0.811131	123.285	6.34459e-07
0.811131	132.194	4.82173e-07
0.811131	141.747	3.48502e-07
0.811131	151.991	2.41274e-07
0.811131	162.975	1.60916e-07
0.811131	174.753	1.03876e-07
0.811131	187.382	6.5156e-08
0.811131	200.923	3.98425e-08
0.811131	215.443	2.38184e-08
0.811131	231.013	1.39542e-08
0.811131	247.708	8.0286e-09
0.811131	265.609	4.54503e-09
0.811131	284.804	2.53588e-09
0.811131	305.386	1.39663e-09
0.811131	327.455	7.60325e-10
0.811131	351.119	4.09656e-10
0.811131	376.494	2.18695e-10
0.811131	403.702	1.15796e-10
0.811131	432.876	6.08669e-11
0.811131	464.159	3.17872e-11
0.811131	497.702	1.65052e-11
0.811131	533.67	8.52645e-12
0.811131	572.237	4.38479e-12
0.811131	613.591	2.24588e-12
0.811131	657.933	1.14627e-12
0.811131	705.48	5.8321e-13
0.811131	756.463	2.95915e-13
0.811131	811.131	1.49781e-13
0.811131	869.749	7.56516e-14
0.811131	932.603	3.8139e-14
0.811131	1000	1.91959e-14
0.869749	1	0.00159739
0.869749	1.07227	0.00183964
0.869749	1.14976	0.00211981
0.869749	1.23285	0.00244453
0.869749	1.32194	0.002822
0.869749	1.41747	0.00326254
0.869749	1.51991	0.00377958
0.869749	1.62975	0.00439108
0.869749	1.74753	0.00512182
0.869749	1.87382	0.00600724
0.869749	2.00923	0.00709933
0.869749	2.15443	0.00847624
0.869749	2.31013	0.0102794
0.869749	2.47708	0.0126666
0.869749	2.65609	0.0159321
0.869749	2.84804	0.0204915
0.869749	3.05386	0.0269342
0.869749	3.27455	0.036038
0.869749	3.51119	0.048731
0.869749	3.76494	0.0659398
0.869749	4.03702	0.088295
0.869749	4.32876	0.11569
0.869749	4.64159	0.146813
0.869749	4.97702	0.178888
0.869749	5.3367	0.207892
0.869749	5.72237	0.229381
0.869749	6.13591	0.239733
0.869749	6.57933	0.235708
0.869749	7.0548	0.213893
0.869749	7.56463	0.184191
0.869749	8.11131	0.151226
0.869749	8.69749	0.119108
0.869749	9.32603	0.0905686
0.869749	10	0.0668013
0.869749	10.7227	0.0478212
0.869749	11.4976	0.0330715
0.869749	12.3285	0.0218674
0.869749	13.2194	0.0136318
0.869749	14.1747	0.00790176
0.869749	15.1991	0.00424692
0.869749	16.2975	0.00220439
0.869749	17.4753	0.00127869
0.869749	18.7382	0.00099647
0.869749	20.0923	0.000976643
0.869749	21.5443	0.000975802
0.869749	23.1013	0.000889423
0.869749	24.7708	0.000715355
0.869749	26.5609	0.000502017
0.869749	28.4804	0.00030379
0.869749	30.5386	0.000155562
0.869749	32.7455	6.65953e-05
0.869749	35.1119	2.69216e-05
0.869749	37.6494	1.80986e-05
0.869749	40.3702	2.24015e-05
0.869749	43.2876	2.78235e-05
0.869749	46.4159	2.89703e-05
0.869749	49.7702	2.5382e-05
0.869749	53.367	1.90436e-05
0.869749	57.2237	1.23257e-05
0.869749	61.3591	6.8577e-06
0.869749	65.7933	3.25885e-06
0.869749	70.548	1.38083e-06
0.869749	75.6463	7.06478e-07
0.869749	81.1131	6.77446e-07
0.869749	86.9749	8.71002e-07
0.869749	93.2603	1.04443e-06
0.869749	100	1.10316e-06
0.869749	107.227	1.04401e-06
0.869749	114.976	9.04522e-07
0.869749	123.285	7.29481e-07
0.869749	132.194	5.54391e-07
0.869749	141.747	4.007e-07
0.869749	151.991	2.77412e-07
0.869749	162.975	1.85018e-07
0.869749	174.753	1.19435e-07
0.869749	187.382	7.4915e-08
0.869749	200.923	4.58101e-08
0.869749	215.443	2.73859e-08
0.869749	231.013	1.60442e-08
0.869749	247.708	9.23107e-09
0.869749	265.609	5.22575e-09
0.869749	284.804	2.91569e-09
0.869749	305.386	1.60581e-09
0.869749	327.455	8.74199e-10
0.869749	351.119	4.71009e-10
0.869749	376.494	2.51448e-10
0.869749	403.702	1.33138e-10
0.869749	432.876	6.99826e-11
0.869749	464.159	3.65477e-11
0.869749	497.702	1.8977e-11
0.869749	533.67	9.8034e-12
0.869749	572.237	5.04146e-12
0.869749	613.591	2.58223e-12
0.869749	657.933	1.31793e-12
0.869749	705.48	6.70552e-13
0.869749	756.463	3.40232e-13
0.869749	811.131	1.72212e-13
0.869749	869.749	8.69811e-14
0.869749	932.603	4.38507e-14
0.869749	1000	2.20707e-14
0.932603	1	0.00182806
0.932603	1.07227	0.00210517
0.932603	1.14976	0.00242561
0.932603	1.23285	0.00279693
0.932603	1.32194	0.00322843
0.932603	1.41747	0.00373188
0.932603	1.51991	0.00432248
0.932603	1.62975	0.00502057
0.932603	1.74753	0.0058542
0.932603	1.87382	0.00686337
0.932603	2.00923	0.00810681
0.932603	2.15443	0.00967274
0.932603	2.31013	0.011721
0.932603	2.47708	0.0144302
0.932603	2.65609	0.0181337
0.932603	2.84804	0.0233037
0.932603	3.05386	0.0306123
0.932603	3.27455	0.0409503
0.932603	3.51119	0.055386
0.932603	3.76494	0.0749958
0.932603	4.03702	0.100529
0.932603	4.32876	0.131898
0.932603	4.64159	0.167635
0.932603	4.97702	0.204579
0.932603	5.3367	0.238106
0.932603	5.72237	0.263079
0.932603	6.13591	0.275277
0.932603	6.57933	0.271048
0.932603	7.0548	0.246175
0.932603	7.56463	0.21213
0.932603	8.11131	0.174248
0.932603	8.69749	0.137284
0.932603	9.32603	0.10441
0.932603	10	0.0770168
0.932603	10.7227	0.0551415
0.932603	11.4976	0.0381377
0.932603	12.3285	0.0252201
0.932603	13.2194	0.0157239
0.932603	14.1747	0.00911545
0.932603	15.1991	0.00489905
0.932603	16.2975	0.00254163
0.932603	17.4753	0.00147239
0.932603	18.7382	0.00114584
0.932603	20.0923	0.0011226
0.932603	21.5443	0.00112188
0.932603	23.1013	0.0010229
0.932603	24.7708	0.000822952
0.932603	26.5609	0.000577669
0.932603	28.4804	0.000349649
0.932603	30.5386	0.000179085
0.932603	32.7455	7.66799e-05
0.932603	35.1119	3.09922e-05
0.932603	37.6494	2.08137e-05
0.932603	40.3702	2.57518e-05
0.932603	43.2876	3.1988e-05
0.932603	46.4159	3.33111e-05
0.932603	49.7702	2.91884e-05
0.932603	53.367	2.19015e-05
0.932603	57.2237	1.41765e-05
0.932603	61.3591	7.88804e-06
0.932603	65.7933	3.74876e-06
0.932603	70.548	1.58847e-06
0.932603	75.6463	8.1254e-07
0.932603	81.1131	7.789e-07
0.932603	86.9749	1.00137e-06
0.932603	93.2603	1.20078e-06
0.932603	100	1.26833e-06
0.932603	107.227	1.20035e-06
0.932603	114.976	1.03998e-06
0.932603	123.285	8.38737e-07
0.932603	132.194	6.37427e-07
0.932603	141.747	4.60718e-07
0.932603	151.991	3.18964e-07
0.932603	162.975	2.12731e-07
0.932603	174.753	1.37324e-07
0.932603	187.382	8.6136e-08
0.932603	200.923	5.26716e-08
0.932603	215.443	3.14878e-08
0.932603	231.013	1.84473e-08
0.932603	247.708	1.06137e-08
0.932603	265.609	6.00843e-09
0.932603	284.804	3.35238e-09
0.932603	305.386	1.84631e-09
0.932603	327.455	1.00513e-09
0.932603	351.119	5.41552e-10
0.932603	376.494	2.89106e-10
0.932603	403.702	1.53078e-10
0.932603	432.876	8.04636e-11
0.932603	464.159	4.20212e-11
0.932603	497.702	2.18191e-11
0.932603	533.67	1.12716e-11
0.932603	572.237	5.79648e-12
0.932603	613.591	2.96895e-12
0.932603	657.933	1.51531e-12
0.932603	705.48	7.70974e-13
0.932603	756.463	3.91185e-13
0.932603	811.131	1.98002e-13
0.932603	869.749	1.00007e-13
0.932603	932.603	5.04177e-14
0.932603	1000	2.5376e-14
1	1	0.00209062
1	1.07227	0.00240737
1	1.14976	0.0027736
1	1.23285	0.00319787
1	1.32194	0.00369076
1	1.41747	0.0042656
1	1.51991	0.00493962
1	1.62975	0.00573579
1	1.74753	0.00668577
1	1.87382	0.00783463
1	2.00923	0.0092485
1	2.15443	0.0110267
1	2.31013	0.0133495
1	2.47708	0.0164183
1	2.65609	0.0206102
1	2.84804	0.0264608
1	3.05386	0.0347351
1	3.27455	0.0464524
1	3.51119	0.0628422
1	3.76494	0.0851564
1	4.03702	0.114287
1	4.32876	0.150181
1	4.64159	0.191205
1	4.97702	0.233762
1	5.3367	0.272544
1	5.72237	0.301606
1	6.13591	0.316023
1	6.57933	0.311688
1	7.0548	0.283367
1	7.56463	0.244365
1	8.11131	0.200838
1	8.69749	0.158291
